Unix,Date,Symbol,Open,High,Low,Close,Volume SOL,Volume EUR,tradecount
1744675200000,2025-04-15,SOLEUR,114.22,118.8,111.48,111.82,39876.754,4600707.20805,17590
1744588800000,2025-04-14,SOLEUR,113.23,119.57,112.7,114.21,48602.562,5644443.3528,21976
1744502400000,2025-04-13,SOLEUR,116.64,118.07,110.79,113.12,42215.74,4819787.85358,20369
1744416000000,2025-04-12,SOLEUR,106.82,118.17,105.13,116.58,53567.738,6004547.40566,22756
1744329600000,2025-04-11,SOLEUR,100.18,107.96,99.15,106.91,64573.744,6727945.86491,22607
1744243200000,2025-04-10,SOLEUR,108.65,108.91,96.87,100.18,48685.997,4977407.42264,16836
1744156800000,2025-04-09,SOLEUR,96.05,110.56,91.74,108.73,135770.018,13558203.95231,47022
1744070400000,2025-04-08,SOLEUR,98.03,102.63,94.11,95.94,94981.304,9341143.76606,29115
1743984000000,2025-04-07,SOLEUR,96.3,103.0,86.51,98.06,146789.307,13849652.58533,57421
1743897600000,2025-04-06,SOLEUR,109.66,110.42,94.34,96.3,61202.242,6196465.36499,23527
1743811200000,2025-04-05,SOLEUR,111.95,112.0,106.84,109.74,26554.022,2897309.89768,10134
1743724800000,2025-04-04,SOLEUR,106.08,113.1,102.54,111.96,71185.375,7678596.42631,23494
1743638400000,2025-04-03,SOLEUR,107.63,110.86,100.95,106.04,70908.289,7497250.25867,27190
1743552000000,2025-04-02,SOLEUR,117.26,124.81,107.55,107.7,70542.06,8226811.31478,28630
1743465600000,2025-04-01,SOLEUR,115.04,120.69,114.33,117.34,41017.901,4834019.88351,16749
1743379200000,2025-03-31,SOLEUR,115.4,118.33,113.4,115.1,41543.137,4823525.62617,17943
1743292800000,2025-03-30,SOLEUR,115.11,117.47,113.77,115.25,20035.87,2316572.7074,10524
1743206400000,2025-03-29,SOLEUR,119.64,120.6,113.49,115.15,21389.921,2491315.1674,11412
1743120000000,2025-03-28,SOLEUR,128.19,128.76,117.94,119.65,37274.387,4558541.27325,18256
1743033600000,2025-03-27,SOLEUR,127.97,130.15,125.76,128.19,26615.319,3415931.08598,12170
1742947200000,2025-03-26,SOLEUR,133.2,134.9,126.61,127.96,31456.438,4110978.3211,15124
1742860800000,2025-03-25,SOLEUR,130.49,136.49,127.87,133.21,35955.667,4778651.90747,19980
1742774400000,2025-03-24,SOLEUR,122.65,134.29,121.9,130.6,41639.586,5432301.44344,23854
1742688000000,2025-03-23,SOLEUR,118.66,123.91,118.57,122.6,9365.709,1140695.12983,6468
1742601600000,2025-03-22,SOLEUR,118.79,121.9,118.23,118.81,9883.541,1185525.34123,6605
1742515200000,2025-03-21,SOLEUR,117.51,120.33,115.41,118.78,23430.573,2757939.89359,13024
1742428800000,2025-03-20,SOLEUR,124.09,124.73,116.73,117.54,25966.579,3129751.89019,13596
1742342400000,2025-03-19,SOLEUR,114.57,124.75,113.57,124.07,45529.067,5426009.76726,20545
1742256000000,2025-03-18,SOLEUR,117.29,117.43,111.38,114.63,30414.728,3455381.20431,13619
1742169600000,2025-03-17,SOLEUR,115.93,119.61,115.05,117.28,33471.597,3942128.18119,13490
1742083200000,2025-03-16,SOLEUR,125.05,125.77,115.1,115.95,38810.476,4646192.67708,17353
1741996800000,2025-03-15,SOLEUR,122.93,125.66,121.89,124.99,23837.624,2948150.87064,11148
1741910400000,2025-03-14,SOLEUR,113.73,125.09,113.32,122.79,43011.057,5131717.46142,17260
1741824000000,2025-03-13,SOLEUR,116.32,118.5,111.33,113.71,49545.544,5679317.76992,18277
1741737600000,2025-03-12,SOLEUR,114.94,120.42,111.21,116.35,49347.908,5677987.76597,24645
1741651200000,2025-03-11,SOLEUR,109.21,117.54,103.39,114.87,65786.649,7409323.32869,37742
1741564800000,2025-03-10,SOLEUR,116.49,121.38,106.65,109.13,72604.259,8277162.50073,42501
1741478400000,2025-03-09,SOLEUR,126.39,129.13,115.58,116.49,42199.247,5114870.03745,27019
1741392000000,2025-03-08,SOLEUR,128.64,130.29,125.03,126.58,30411.677,3884806.71116,18480
1741305600000,2025-03-07,SOLEUR,132.93,139.22,125.27,128.65,74134.176,9823668.79158,49225
1741219200000,2025-03-06,SOLEUR,135.55,141.77,132.09,132.92,39205.485,5345554.95163,26446
1741132800000,2025-03-05,SOLEUR,136.31,140.15,130.32,135.65,43332.653,5853833.9229,26567
1741046400000,2025-03-04,SOLEUR,135.5,138.39,124.22,136.42,65479.569,8604170.84643,45487
1740960000000,2025-03-03,SOLEUR,171.79,172.46,132.73,135.6,81516.031,12325268.22552,52662
1740873600000,2025-03-02,SOLEUR,138.67,174.17,135.18,171.77,105029.967,16607781.49633,60364
1740787200000,2025-03-01,SOLEUR,142.85,145.67,133.7,138.65,42025.044,5803666.0791,22978
1740700800000,2025-02-28,SOLEUR,132.41,143.31,120.83,142.77,74299.385,9792342.41683,43389
1740614400000,2025-02-27,SOLEUR,128.87,136.38,128.57,132.39,45360.829,6018306.90434,29383
1740528000000,2025-02-26,SOLEUR,137.29,138.08,124.45,128.9,61779.11,8092578.75957,39709
1740441600000,2025-02-25,SOLEUR,135.63,139.85,125.97,137.13,112697.172,14931833.34756,53807
1740355200000,2025-02-24,SOLEUR,160.07,161.59,131.71,135.62,91227.242,13334305.53727,40025
1740268800000,2025-02-23,SOLEUR,164.45,165.3,158.85,160.06,16891.997,2727250.52547,10929
1740182400000,2025-02-22,SOLEUR,161.61,166.96,160.8,164.44,23843.699,3932404.60575,10621
1740096000000,2025-02-21,SOLEUR,167.62,172.39,159.83,161.54,49142.952,8174791.09952,27304
1740009600000,2025-02-20,SOLEUR,161.76,169.0,160.41,167.57,34050.552,5638400.33798,19174
1739923200000,2025-02-19,SOLEUR,162.14,167.09,156.68,161.64,43899.547,7139085.3545,22356
1739836800000,2025-02-18,SOLEUR,169.23,171.06,154.05,162.05,65080.808,10428964.99272,39277
1739750400000,2025-02-17,SOLEUR,179.63,180.72,166.67,169.29,47645.927,8253696.44828,28504
1739664000000,2025-02-16,SOLEUR,185.6,187.19,177.99,179.8,24045.622,4375826.14376,15022
1739577600000,2025-02-15,SOLEUR,190.04,190.94,183.86,185.64,19847.681,3701651.67552,12909
1739491200000,2025-02-14,SOLEUR,186.04,195.5,185.74,190.24,36086.044,6876480.26614,23366
1739404800000,2025-02-13,SOLEUR,189.43,190.53,182.05,185.77,26445.955,4897733.33736,18424
1739318400000,2025-02-12,SOLEUR,190.89,191.77,182.37,189.36,36747.826,6887475.05841,26467
1739232000000,2025-02-11,SOLEUR,194.7,200.09,188.41,191.13,31006.224,6022799.56928,22919
1739145600000,2025-02-10,SOLEUR,194.68,202.65,190.25,194.73,32167.143,6337040.35219,27170
1739059200000,2025-02-09,SOLEUR,193.44,201.12,188.33,194.62,30119.09,5871373.54576,23456
1738972800000,2025-02-08,SOLEUR,186.18,194.94,184.11,193.45,20525.578,3873640.17108,15371
1738886400000,2025-02-07,SOLEUR,182.69,195.99,182.16,186.26,37053.724,6983639.60218,30200
1738800000000,2025-02-06,SOLEUR,188.73,196.45,180.69,182.69,35652.649,6709845.29729,28479
1738713600000,2025-02-05,SOLEUR,199.78,202.0,187.69,188.75,30448.761,5929728.45581,24648
1738627200000,2025-02-04,SOLEUR,209.89,213.55,195.33,199.73,46005.556,9344915.35383,39629
1738540800000,2025-02-03,SOLEUR,199.0,212.0,172.39,209.97,113348.818,21897237.82699,94460
1738454400000,2025-02-02,SOLEUR,206.36,212.1,188.2,198.6,64652.434,12958214.73597,58674
1738368000000,2025-02-01,SOLEUR,224.16,226.21,206.08,206.38,29774.439,6446388.10879,28234
1738281600000,2025-01-31,SOLEUR,228.88,232.88,220.32,224.18,29813.807,6768028.3884,26589
1738195200000,2025-01-30,SOLEUR,218.79,234.15,217.5,228.91,28062.461,6448263.37943,27178
1738108800000,2025-01-29,SOLEUR,217.8,228.98,214.06,218.66,35584.333,7885522.78572,33710
1738022400000,2025-01-28,SOLEUR,225.05,233.74,215.74,217.81,35300.862,7949699.15955,32413
1737936000000,2025-01-27,SOLEUR,229.72,231.97,210.45,225.05,74054.252,16270606.88492,65860
1737849600000,2025-01-26,SOLEUR,244.67,248.02,229.66,229.92,30608.625,7398939.61851,27676
1737763200000,2025-01-25,SOLEUR,241.43,248.96,235.22,244.5,28017.35,6758869.73905,28392
1737676800000,2025-01-24,SOLEUR,243.38,257.79,237.0,241.36,39880.937,9948014.49773,29393
1737590400000,2025-01-23,SOLEUR,247.7,248.37,232.51,243.32,44107.12,10569618.70067,48821
1737504000000,2025-01-22,SOLEUR,240.47,261.27,238.4,247.44,46977.793,11682665.79378,47874
1737417600000,2025-01-21,SOLEUR,232.5,249.48,221.87,240.46,39935.18,9365650.23005,41359
1737331200000,2025-01-20,SOLEUR,245.92,264.85,222.84,232.61,68025.606,16512380.59547,69515
1737244800000,2025-01-19,SOLEUR,252.75,287.85,231.46,245.92,163405.745,42825821.29824,154455
1737158400000,2025-01-18,SOLEUR,213.2,262.0,210.75,252.71,120792.922,28803353.08755,104483
1737072000000,2025-01-17,SOLEUR,204.87,215.77,203.37,213.0,36478.565,7708975.88053,29774
1736985600000,2025-01-16,SOLEUR,199.1,211.22,192.63,204.45,48912.63,9919799.55918,33669
1736899200000,2025-01-15,SOLEUR,182.21,199.3,180.35,199.11,35549.438,6752553.36845,23329
1736812800000,2025-01-14,SOLEUR,178.14,185.45,177.32,181.98,22647.283,4119502.13432,15941
1736726400000,2025-01-13,SOLEUR,183.99,187.35,165.84,177.92,43736.685,7663108.99647,24980
1736640000000,2025-01-12,SOLEUR,183.47,186.33,180.75,184.0,11393.262,2089448.42923,8483
1736553600000,2025-01-11,SOLEUR,183.37,187.2,179.87,183.47,14557.098,2661663.06256,10142
1736467200000,2025-01-10,SOLEUR,180.21,187.64,179.13,183.4,27054.394,4980995.16432,17732
1736380800000,2025-01-09,SOLEUR,191.6,193.0,176.83,179.96,27914.579,5125632.99518,20356
1736294400000,2025-01-08,SOLEUR,195.61,196.55,182.97,191.77,33609.277,6382808.07025,23386
1736208000000,2025-01-07,SOLEUR,210.2,211.04,195.16,195.55,28822.641,5824216.12295,21351
1736121600000,2025-01-06,SOLEUR,207.18,214.85,205.1,210.17,25813.89,5428909.20471,18154
1736035200000,2025-01-05,SOLEUR,209.93,212.19,205.01,206.95,13276.577,2755979.63512,10399
1735948800000,2025-01-04,SOLEUR,210.86,211.24,207.1,209.92,10003.648,2094014.79304,9996
1735862400000,2025-01-03,SOLEUR,202.59,213.13,199.13,210.94,31253.663,6445965.92182,24781
1735776000000,2025-01-02,SOLEUR,187.4,203.56,186.41,202.44,30786.783,6130312.4899,22941
1735689600000,2025-01-01,SOLEUR,182.46,188.37,181.35,187.29,20030.701,3698821.19071,12481
1735603200000,2024-12-31,SOLEUR,183.6,191.53,180.55,182.48,43926.037,8123883.03286,22897
1735516800000,2024-12-30,SOLEUR,181.63,188.68,178.58,183.55,31864.446,5843308.89089,16898
1735430400000,2024-12-29,SOLEUR,187.18,188.76,180.21,181.65,20338.486,3766204.1517,13255
1735344000000,2024-12-28,SOLEUR,176.6,187.57,176.23,187.13,21538.42,3919188.36737,13257
1735257600000,2024-12-27,SOLEUR,180.55,186.64,175.18,176.6,24703.316,4450118.61905,16477
1735171200000,2024-12-26,SOLEUR,189.98,191.97,179.14,180.59,20000.873,3671954.61908,14463
1735084800000,2024-12-25,SOLEUR,189.57,193.98,187.67,189.88,19277.158,3673865.4568,15596
1734998400000,2024-12-24,SOLEUR,182.57,191.35,178.78,189.49,23518.35,4389186.31617,19075
1734912000000,2024-12-23,SOLEUR,173.24,185.88,169.35,182.34,28864.704,5138104.75798,22429
1734825600000,2024-12-22,SOLEUR,174.56,180.43,169.86,173.17,19197.126,3356045.88765,14483
1734739200000,2024-12-21,SOLEUR,187.14,194.54,171.51,174.26,29659.423,5363426.94999,19835
1734652800000,2024-12-20,SOLEUR,187.5,192.72,168.36,187.23,55393.838,9929483.64621,31897
1734566400000,2024-12-19,SOLEUR,199.45,204.15,180.41,187.45,55430.884,10668152.86206,39967
1734480000000,2024-12-18,SOLEUR,212.73,215.28,197.85,199.45,39359.523,8058196.70734,30178
1734393600000,2024-12-17,SOLEUR,205.02,217.9,200.58,212.63,37377.341,7906168.139,29198
1734307200000,2024-12-16,SOLEUR,212.88,214.74,203.06,204.96,29246.885,6095377.30714,25876
1734220800000,2024-12-15,SOLEUR,209.0,213.91,205.04,212.74,16853.738,3522601.09698,13880
1734134400000,2024-12-14,SOLEUR,213.92,216.1,204.7,209.04,16467.966,3480557.1227,12771
1734048000000,2024-12-13,SOLEUR,216.55,218.11,210.25,214.04,21569.862,4608439.05664,18452
1733961600000,2024-12-12,SOLEUR,215.89,223.57,214.71,216.54,25852.434,5669460.15305,21620
1733875200000,2024-12-11,SOLEUR,203.46,219.6,201.28,215.87,37456.34,7983236.49432,26221
1733788800000,2024-12-10,SOLEUR,205.57,209.73,193.31,203.52,50541.378,10216386.49046,35534
1733702400000,2024-12-09,SOLEUR,224.47,224.47,192.0,205.65,53668.63,11303430.23093,38282
1733616000000,2024-12-08,SOLEUR,225.17,227.86,220.54,224.23,15789.174,3528975.61204,14006
1733529600000,2024-12-07,SOLEUR,224.04,230.1,221.53,225.04,23451.984,5305551.81796,19410
1733443200000,2024-12-06,SOLEUR,223.09,233.65,218.46,224.01,52426.434,11810786.70672,34221
1733356800000,2024-12-05,SOLEUR,217.95,232.45,212.1,223.43,60248.374,13477982.50486,47642
1733270400000,2024-12-04,SOLEUR,222.46,229.06,213.46,217.9,43631.116,9702780.40249,36557
1733184000000,2024-12-03,SOLEUR,214.94,227.94,204.46,222.49,65798.606,14198090.71613,43393
1733097600000,2024-12-02,SOLEUR,224.23,225.71,209.84,215.02,61958.808,13348602.80949,48177
1733011200000,2024-12-01,SOLEUR,224.38,227.0,220.95,224.29,25555.059,5719026.61587,21861
1732924800000,2024-11-30,SOLEUR,229.87,231.56,222.0,224.36,22187.814,5052169.24765,22233
1732838400000,2024-11-29,SOLEUR,225.17,233.87,223.85,229.87,35017.675,8018857.7344,30630
1732752000000,2024-11-28,SOLEUR,229.29,232.38,220.83,225.05,32193.303,7253080.74482,30988
1732665600000,2024-11-27,SOLEUR,219.78,230.43,217.23,229.18,52611.599,11845460.38504,37091
1732579200000,2024-11-26,SOLEUR,223.76,228.98,210.69,219.83,58136.931,12793384.99246,41076
1732492800000,2024-11-25,SOLEUR,241.27,244.97,219.97,223.9,47859.403,11137774.15803,38428
1732406400000,2024-11-24,SOLEUR,243.34,247.96,229.55,241.16,33010.954,7863846.10493,34650
1732320000000,2024-11-23,SOLEUR,245.29,251.6,241.13,243.35,33583.967,8277611.57806,32642
1732233600000,2024-11-22,SOLEUR,243.55,250.78,239.98,245.29,51255.723,12599281.67662,49409
1732147200000,2024-11-21,SOLEUR,223.03,246.5,217.87,243.63,102610.868,24043171.21404,65961
1732060800000,2024-11-20,SOLEUR,224.45,229.99,217.81,222.97,54896.174,12272571.54317,38842
1731974400000,2024-11-19,SOLEUR,226.52,234.36,220.39,224.39,53652.439,12271155.97557,35482
1731888000000,2024-11-18,SOLEUR,224.4,235.27,220.95,226.56,69449.422,15886258.34397,48082
1731801600000,2024-11-17,SOLEUR,203.65,228.22,200.6,224.39,73662.52,16194403.74925,59209
1731715200000,2024-11-16,SOLEUR,206.62,209.82,201.53,203.7,33127.892,6822769.48641,28478
1731628800000,2024-11-15,SOLEUR,198.89,208.93,194.03,206.66,49518.471,10008541.44296,37220
1731542400000,2024-11-14,SOLEUR,203.01,211.28,196.4,199.02,69874.08,14288642.61665,49532
1731456000000,2024-11-13,SOLEUR,197.63,207.59,187.7,203.15,75764.537,15047141.41293,53308
1731369600000,2024-11-12,SOLEUR,206.15,210.68,190.0,197.7,81212.03,16278598.60843,59898
1731283200000,2024-11-11,SOLEUR,195.52,208.78,190.55,206.11,84671.417,17112769.3396,47160
1731196800000,2024-11-10,SOLEUR,186.41,200.0,182.96,195.54,70427.837,13599033.80704,38913
1731110400000,2024-11-09,SOLEUR,186.4,189.77,181.7,186.36,26789.875,4994099.64592,16539
1731024000000,2024-11-08,SOLEUR,181.79,190.9,181.5,186.4,62965.268,11745959.3972,31335
1730937600000,2024-11-07,SOLEUR,173.15,183.18,172.33,181.65,50958.92,9043995.50278,23678
1730851200000,2024-11-06,SOLEUR,152.7,176.23,152.66,173.05,98057.838,16785365.39808,47230
1730764800000,2024-11-05,SOLEUR,145.22,155.13,144.33,152.61,33055.451,4982506.65806,18239
1730678400000,2024-11-04,SOLEUR,149.69,151.59,142.46,145.34,32321.108,4780472.35984,15487
1730592000000,2024-11-03,SOLEUR,153.98,154.16,146.08,149.84,24704.301,3693522.38868,13764
1730505600000,2024-11-02,SOLEUR,153.46,155.64,150.0,153.83,15937.365,2435521.34324,8751
1730419200000,2024-11-01,SOLEUR,154.94,160.22,150.84,153.44,25602.466,3953351.66985,15595
1730332800000,2024-10-31,SOLEUR,161.11,162.69,153.99,155.04,23155.197,3661246.4783,13064
1730246400000,2024-10-30,SOLEUR,165.6,167.33,159.5,161.1,23928.002,3887103.42488,15601
1730160000000,2024-10-29,SOLEUR,164.36,169.61,162.85,165.6,37361.285,6225540.81581,24698
1730073600000,2024-10-28,SOLEUR,163.46,165.95,159.46,164.29,30049.734,4898198.99439,18353
1729987200000,2024-10-27,SOLEUR,158.38,164.95,157.94,163.5,21326.579,3476050.8109,13867
1729900800000,2024-10-26,SOLEUR,153.04,160.62,150.61,158.43,15469.859,2417593.19515,9973
1729814400000,2024-10-25,SOLEUR,163.63,163.87,147.82,153.18,34879.768,5498410.66249,22105
1729728000000,2024-10-24,SOLEUR,158.34,165.5,158.08,163.62,39910.794,6466432.78591,23732
1729641600000,2024-10-23,SOLEUR,155.17,161.45,152.06,158.38,43834.755,6840840.45922,23725
1729555200000,2024-10-22,SOLEUR,153.49,158.1,150.57,155.12,39437.996,6099049.46188,25293
1729468800000,2024-10-21,SOLEUR,153.47,157.8,148.34,153.51,38764.803,5959143.15835,22604
1729382400000,2024-10-20,SOLEUR,146.83,153.9,144.65,153.37,25697.982,3805188.78461,17294
1729296000000,2024-10-19,SOLEUR,142.61,146.88,141.28,146.75,15047.777,2161384.93002,10584
1729209600000,2024-10-18,SOLEUR,138.63,144.15,137.98,142.59,19863.414,2813006.32816,13979
1729123200000,2024-10-17,SOLEUR,141.89,143.12,136.31,138.71,21767.965,3044894.08905,13474
1729036800000,2024-10-16,SOLEUR,142.17,145.34,140.48,141.82,28291.688,4030322.38918,14622
1728950400000,2024-10-15,SOLEUR,144.25,146.21,137.84,142.04,40388.254,5734190.18741,18513
1728864000000,2024-10-14,SOLEUR,134.81,144.7,133.83,144.21,43419.074,6090223.12073,18329
1728777600000,2024-10-13,SOLEUR,133.57,135.58,131.57,134.75,16592.263,2216080.91542,7511
1728691200000,2024-10-12,SOLEUR,133.01,134.46,132.11,133.67,13674.274,1826253.43152,6649
1728604800000,2024-10-11,SOLEUR,127.15,134.0,126.87,132.9,24942.233,3268238.94976,10612
1728518400000,2024-10-10,SOLEUR,127.29,128.72,124.07,127.16,23475.502,2969440.30956,9858
1728432000000,2024-10-09,SOLEUR,130.82,132.49,126.8,127.31,25442.409,3298559.2405,9463
1728345600000,2024-10-08,SOLEUR,131.39,132.57,128.9,130.75,22738.107,2974600.34901,9130
1728259200000,2024-10-07,SOLEUR,133.5,138.73,130.77,131.27,36128.008,4885306.1099,12971
1728172800000,2024-10-06,SOLEUR,129.99,133.72,129.46,133.52,20775.675,2741367.32576,7071
1728086400000,2024-10-05,SOLEUR,130.61,132.14,128.57,130.0,13994.608,1824163.3675,5864
1728000000000,2024-10-04,SOLEUR,124.17,131.81,123.26,130.5,28333.857,3623401.02062,12560
1727913600000,2024-10-03,SOLEUR,126.96,129.58,120.86,124.04,35429.645,4419913.47677,14231
1727827200000,2024-10-02,SOLEUR,131.09,134.62,125.58,127.02,41377.599,5415294.10853,15022
1727740800000,2024-10-01,SOLEUR,137.08,141.92,128.67,131.27,45831.833,6183799.80924,17966
1727654400000,2024-09-30,SOLEUR,142.01,143.0,136.27,137.12,24175.111,3370188.27043,12005
1727568000000,2024-09-29,SOLEUR,140.51,144.98,139.02,142.06,17240.351,2440095.19911,9039
1727481600000,2024-09-28,SOLEUR,141.34,142.82,139.0,140.6,13757.673,1934900.82997,6629
1727395200000,2024-09-27,SOLEUR,139.17,144.5,137.79,141.32,27704.616,3920388.96591,14333
1727308800000,2024-09-26,SOLEUR,132.99,141.45,131.71,139.22,35771.362,4933143.27616,15090
1727222400000,2024-09-25,SOLEUR,136.52,137.59,132.4,133.02,24060.625,3249797.09097,10028
1727136000000,2024-09-24,SOLEUR,130.41,137.65,128.94,136.5,34446.809,4564565.69448,11250
1727049600000,2024-09-23,SOLEUR,129.71,133.5,127.47,130.25,28114.435,3654339.23478,8859
1726963200000,2024-09-22,SOLEUR,134.03,134.34,126.54,129.87,19169.478,2490447.54372,8036
1726876800000,2024-09-21,SOLEUR,131.43,134.3,129.65,133.97,13527.573,1787137.37317,6354
1726790400000,2024-09-20,SOLEUR,127.95,136.37,126.44,131.46,33994.577,4514373.92485,12635
1726704000000,2024-09-19,SOLEUR,120.94,129.1,120.9,127.96,37547.787,4713630.33879,11502
1726617600000,2024-09-18,SOLEUR,118.27,120.93,114.42,120.89,31816.81,3720627.71176,9430
1726531200000,2024-09-17,SOLEUR,118.0,122.1,116.9,118.3,25432.402,3039551.50962,7173
1726444800000,2024-09-16,SOLEUR,118.57,119.1,115.83,117.97,22427.249,2641226.90993,8484
1726358400000,2024-09-15,SOLEUR,123.77,124.47,117.8,118.66,17887.987,2163747.0642,6722
1726272000000,2024-09-14,SOLEUR,125.63,126.12,122.39,123.77,10528.632,1304732.67376,5913
1726185600000,2024-09-13,SOLEUR,122.92,126.34,118.94,125.56,24093.856,2951854.75833,11070
1726099200000,2024-09-12,SOLEUR,120.35,123.96,120.35,122.9,21805.112,2667805.28532,11100
1726012800000,2024-09-11,SOLEUR,123.2,123.34,116.58,120.3,29307.127,3502402.87967,13597
1725926400000,2024-09-10,SOLEUR,122.54,125.17,120.14,123.14,21071.932,2580187.08287,14257
1725840000000,2024-09-09,SOLEUR,117.74,124.33,115.21,122.47,31139.178,3701711.95364,17422
1725753600000,2024-09-08,SOLEUR,115.71,119.08,114.55,117.61,15082.736,1760183.1693,8506
1725667200000,2024-09-07,SOLEUR,113.35,117.09,112.54,115.56,15869.561,1824801.40841,7787
1725580800000,2024-09-06,SOLEUR,116.47,121.0,108.77,113.31,42545.777,4894376.1339,17060
1725494400000,2024-09-05,SOLEUR,120.74,122.22,115.0,116.53,21775.952,2578777.08494,10543
1725408000000,2024-09-04,SOLEUR,115.33,121.82,111.15,120.69,33814.904,3979750.15447,9671
1725321600000,2024-09-03,SOLEUR,121.86,124.34,115.29,115.45,22082.837,2654662.38659,9452
1725235200000,2024-09-02,SOLEUR,116.48,122.44,114.99,122.0,29042.613,3450145.73071,9188
1725148800000,2024-09-01,SOLEUR,122.51,123.41,115.81,116.61,24179.931,2897663.91839,8144
1725062400000,2024-08-31,SOLEUR,125.05,126.06,121.76,122.52,11132.426,1378117.394,3828
1724976000000,2024-08-30,SOLEUR,126.48,127.39,119.7,125.0,30134.989,3732091.04909,8990
1724889600000,2024-08-29,SOLEUR,129.51,133.13,124.81,126.6,26470.043,3420797.18573,8728
1724803200000,2024-08-28,SOLEUR,131.44,133.93,126.57,129.53,37456.627,4881624.74358,12289
1724716800000,2024-08-27,SOLEUR,140.83,143.02,129.9,131.58,38304.567,5271464.95196,12492
1724630400000,2024-08-26,SOLEUR,141.78,145.05,139.53,140.88,33259.422,4728394.03841,11531
1724544000000,2024-08-25,SOLEUR,143.38,144.55,137.97,141.75,21820.181,3082730.92296,10489
1724457600000,2024-08-24,SOLEUR,136.91,144.95,135.88,143.47,24646.679,3478946.7845,11320
1724371200000,2024-08-23,SOLEUR,128.97,137.79,127.87,136.89,32684.295,4315315.57903,10660
1724284800000,2024-08-22,SOLEUR,128.0,130.2,126.2,128.95,19029.015,2447547.57837,8911
1724198400000,2024-08-21,SOLEUR,127.94,129.43,124.91,127.93,31886.588,4064102.05552,13417
1724112000000,2024-08-20,SOLEUR,130.3,134.38,127.08,127.96,23898.738,3118919.32086,10331
1724025600000,2024-08-19,SOLEUR,129.22,132.16,127.18,130.28,21036.176,2725871.58774,10956
1723939200000,2024-08-18,SOLEUR,128.88,133.79,127.75,129.4,26313.019,3452343.35343,8847
1723852800000,2024-08-17,SOLEUR,126.22,129.06,124.99,129.02,13271.136,1690522.01637,5037
1723766400000,2024-08-16,SOLEUR,130.08,132.0,123.88,126.34,28844.215,3692555.68345,9985
1723680000000,2024-08-15,SOLEUR,130.63,134.35,125.68,130.03,41883.811,5441482.70956,20044
1723593600000,2024-08-14,SOLEUR,133.47,138.18,129.26,130.67,27062.021,3592717.38216,11004
1723507200000,2024-08-13,SOLEUR,133.94,136.67,130.85,133.57,53302.311,7100486.43966,18544
1723420800000,2024-08-12,SOLEUR,129.74,138.21,129.66,134.01,53844.546,7202940.04503,23449
1723334400000,2024-08-11,SOLEUR,141.27,145.05,129.54,129.73,40276.101,5518349.19464,20052
1723248000000,2024-08-10,SOLEUR,143.35,145.63,140.09,141.42,17080.952,2425689.45051,11841
1723161600000,2024-08-09,SOLEUR,149.57,149.96,138.21,143.37,39837.073,5690384.67629,21015
1723075200000,2024-08-08,SOLEUR,132.58,150.04,129.55,149.57,68555.599,9821841.90701,30550
1722988800000,2024-08-07,SOLEUR,132.36,142.32,130.48,132.61,74668.764,10217832.76592,32659
1722902400000,2024-08-06,SOLEUR,118.95,137.24,118.73,132.59,98561.678,12839036.30955,42923
1722816000000,2024-08-05,SOLEUR,127.1,128.01,100.4,118.9,175198.826,19941871.41107,59692
1722729600000,2024-08-04,SOLEUR,131.26,134.23,120.89,127.11,50878.93,6537290.15623,26257
1722643200000,2024-08-03,SOLEUR,140.6,141.62,128.64,131.31,39037.623,5299947.94912,20894
1722556800000,2024-08-02,SOLEUR,155.14,157.0,137.5,140.81,69224.471,10000831.12577,23359
1722470400000,2024-08-01,SOLEUR,158.74,159.73,146.42,155.28,45714.933,7027219.73136,20675
1722384000000,2024-07-31,SOLEUR,165.79,170.54,158.68,158.78,28737.374,4762095.81986,12553
1722297600000,2024-07-30,SOLEUR,168.85,170.79,162.48,165.73,25509.394,4254523.57356,10638
1722211200000,2024-07-29,SOLEUR,170.34,178.46,167.9,168.92,36277.897,6334217.00401,13690
1722124800000,2024-07-28,SOLEUR,169.22,171.84,166.76,170.32,14013.697,2377554.88851,6210
1722038400000,2024-07-27,SOLEUR,168.66,173.32,164.0,169.15,25543.723,4331104.73338,11361
1721952000000,2024-07-26,SOLEUR,158.5,169.37,158.34,168.61,25971.696,4290289.22834,10430
1721865600000,2024-07-25,SOLEUR,164.42,165.7,152.3,158.57,33975.68,5336031.89223,13400
1721779200000,2024-07-24,SOLEUR,159.39,168.21,157.56,164.43,27289.414,4478740.53648,14352
1721692800000,2024-07-23,SOLEUR,164.45,165.88,156.92,159.32,28312.26,4562598.47294,12008
1721606400000,2024-07-22,SOLEUR,168.2,168.71,162.37,164.43,27802.502,4600213.41168,13143
1721520000000,2024-07-21,SOLEUR,159.46,169.5,156.44,167.97,30490.204,4940885.52401,12893
1721433600000,2024-07-20,SOLEUR,155.4,160.79,153.66,159.5,14956.284,2352575.2648,7908
1721347200000,2024-07-19,SOLEUR,146.23,158.38,143.48,155.34,30007.874,4566591.0965,14248
1721260800000,2024-07-18,SOLEUR,142.33,148.11,142.2,146.19,12829.243,1863186.51965,9279
1721174400000,2024-07-17,SOLEUR,147.53,150.42,141.77,142.34,22526.942,3301681.69382,17373
