Unix,Date,Symbol,Open,High,Low,Close,Volume BNT,Volume BTC,tradecount
1679097600000,2023-03-18,BNTBTC,2.017e-05,2.1e-05,1.962e-05,2.025e-05,194896.9,3.92868997,1621
1679011200000,2023-03-17,BNTBTC,1.922e-05,2.148e-05,1.922e-05,2.01e-05,868399.6,17.72145098,5347
1678924800000,2023-03-16,BNTBTC,1.81e-05,2.016e-05,1.806e-05,1.916e-05,561252.3,10.65255868,2859
1678838400000,2023-03-15,BNTBTC,1.835e-05,1.853e-05,1.758e-05,1.814e-05,113245.6,2.05898653,1211
1678752000000,2023-03-14,BNTBTC,1.852e-05,1.859e-05,1.752e-05,1.835e-05,140517.5,2.54008294,1378
1678665600000,2023-03-13,BNTBTC,1.921e-05,2.306e-05,1.823e-05,1.842e-05,812439.8,15.81309486,1973
1678579200000,2023-03-12,BNTBTC,1.91e-05,1.931e-05,1.876e-05,1.911e-05,25041.7,0.47643984,331
1678492800000,2023-03-11,BNTBTC,1.965e-05,1.965e-05,1.868e-05,1.9e-05,79326.6,1.51252145,446
1678406400000,2023-03-10,BNTBTC,1.931e-05,1.994e-05,1.901e-05,1.975e-05,47735.0,0.92327812,534
1678320000000,2023-03-09,BNTBTC,1.929e-05,1.981e-05,1.915e-05,1.92e-05,136630.2,2.64389848,672
1678233600000,2023-03-08,BNTBTC,1.957e-05,1.959e-05,1.88e-05,1.927e-05,149637.0,2.87146632,901
1678147200000,2023-03-07,BNTBTC,1.986e-05,1.995e-05,1.932e-05,1.966e-05,48180.1,0.9432935,316
1678060800000,2023-03-06,BNTBTC,1.96e-05,1.996e-05,1.933e-05,1.986e-05,19531.6,0.38510091,197
1677974400000,2023-03-05,BNTBTC,1.982e-05,2.012e-05,1.947e-05,1.953e-05,53884.3,1.06857746,372
1677888000000,2023-03-04,BNTBTC,2.033e-05,2.041e-05,1.954e-05,1.982e-05,33243.1,0.6625221,378
1677801600000,2023-03-03,BNTBTC,2.018e-05,2.04e-05,1.956e-05,2.028e-05,78732.7,1.57300659,956
1677715200000,2023-03-02,BNTBTC,2.026e-05,2.083e-05,1.983e-05,2.006e-05,153819.4,3.10580113,896
1677628800000,2023-03-01,BNTBTC,1.976e-05,2.046e-05,1.967e-05,2.026e-05,55014.6,1.1090998,1235
1677542400000,2023-02-28,BNTBTC,2.02e-05,2.045e-05,1.97e-05,1.988e-05,277251.6,5.57319533,588
1677456000000,2023-02-27,BNTBTC,2.042e-05,2.054e-05,2.011e-05,2.026e-05,29794.9,0.60515316,249
1677369600000,2023-02-26,BNTBTC,2.04e-05,2.061e-05,2.028e-05,2.04e-05,32969.9,0.67168748,276
1677283200000,2023-02-25,BNTBTC,2.051e-05,2.101e-05,2.002e-05,2.04e-05,192346.0,3.91496613,812
1677196800000,2023-02-24,BNTBTC,2.111e-05,2.116e-05,2.041e-05,2.05e-05,206267.2,4.30963823,1015
1677110400000,2023-02-23,BNTBTC,2.102e-05,2.156e-05,2.096e-05,2.111e-05,141857.6,3.01333819,786
1677024000000,2023-02-22,BNTBTC,2.05e-05,2.176e-05,2.034e-05,2.102e-05,376530.7,7.927743,2411
1676937600000,2023-02-21,BNTBTC,2.061e-05,2.286e-05,2.018e-05,2.042e-05,571565.7,12.00986401,3659
1676851200000,2023-02-20,BNTBTC,2.001e-05,2.096e-05,1.983e-05,2.06e-05,234766.8,4.77736179,1599
1676764800000,2023-02-19,BNTBTC,1.988e-05,2.042e-05,1.964e-05,1.997e-05,142609.6,2.85669999,951
1676678400000,2023-02-18,BNTBTC,1.976e-05,2.053e-05,1.947e-05,1.988e-05,174329.3,3.46882309,1122
1676592000000,2023-02-17,BNTBTC,1.923e-05,2.02e-05,1.923e-05,1.965e-05,74745.0,1.47803384,963
1676505600000,2023-02-16,BNTBTC,1.919e-05,1.967e-05,1.89e-05,1.927e-05,186565.0,3.58873243,1070
1676419200000,2023-02-15,BNTBTC,1.975e-05,2.014e-05,1.914e-05,1.921e-05,145241.1,2.88319139,1785
1676332800000,2023-02-14,BNTBTC,1.954e-05,1.984e-05,1.94e-05,1.976e-05,80921.3,1.5910966,1878
1676246400000,2023-02-13,BNTBTC,2.01e-05,2.01e-05,1.926e-05,1.961e-05,66134.5,1.29356907,470
1676160000000,2023-02-12,BNTBTC,2.026e-05,2.038e-05,1.986e-05,2.007e-05,48073.4,0.96991186,396
1676073600000,2023-02-11,BNTBTC,1.978e-05,2.027e-05,1.961e-05,2.026e-05,151535.1,3.03867236,987
1675987200000,2023-02-10,BNTBTC,2.004e-05,2.018e-05,1.972e-05,1.972e-05,65516.8,1.31053812,2198
1675900800000,2023-02-09,BNTBTC,2.075e-05,2.09e-05,1.942e-05,2.012e-05,234918.5,4.74205618,1383
1675814400000,2023-02-08,BNTBTC,2.133e-05,2.139e-05,2.04e-05,2.089e-05,113237.0,2.34743029,788
1675728000000,2023-02-07,BNTBTC,1.929e-05,2.139e-05,1.929e-05,2.129e-05,488537.6,10.03522713,3857
1675641600000,2023-02-06,BNTBTC,1.918e-05,1.998e-05,1.913e-05,1.94e-05,164135.6,3.21355853,3883
1675555200000,2023-02-05,BNTBTC,1.906e-05,1.945e-05,1.863e-05,1.914e-05,238961.7,4.56801319,1183
1675468800000,2023-02-04,BNTBTC,1.91e-05,1.995e-05,1.894e-05,1.906e-05,176911.4,3.42492557,1134
1675382400000,2023-02-03,BNTBTC,1.855e-05,2.001e-05,1.844e-05,1.91e-05,353637.1,6.73498547,2305
1675296000000,2023-02-02,BNTBTC,1.849e-05,1.889e-05,1.831e-05,1.853e-05,308237.1,5.74805978,3385
1675209600000,2023-02-01,BNTBTC,1.832e-05,1.853e-05,1.768e-05,1.846e-05,170648.2,3.08692331,4896
1675123200000,2023-01-31,BNTBTC,1.809e-05,1.864e-05,1.797e-05,1.835e-05,107806.9,1.98212765,3912
1675036800000,2023-01-30,BNTBTC,1.85e-05,1.87e-05,1.79e-05,1.809e-05,167400.3,3.05418777,1696
1674950400000,2023-01-29,BNTBTC,1.854e-05,1.866e-05,1.833e-05,1.85e-05,270494.0,5.0092464,746
1674864000000,2023-01-28,BNTBTC,1.86e-05,1.904e-05,1.835e-05,1.863e-05,108673.3,2.03317711,1332
1674777600000,2023-01-27,BNTBTC,1.887e-05,1.887e-05,1.83e-05,1.852e-05,184549.1,3.42116172,2733
1674691200000,2023-01-26,BNTBTC,1.819e-05,1.911e-05,1.793e-05,1.899e-05,189057.2,3.50268647,1601
1674604800000,2023-01-25,BNTBTC,1.794e-05,1.833e-05,1.769e-05,1.81e-05,300162.7,5.42380541,1162
1674518400000,2023-01-24,BNTBTC,1.854e-05,1.878e-05,1.784e-05,1.784e-05,198002.7,3.68003878,776
1674432000000,2023-01-23,BNTBTC,1.83e-05,1.89e-05,1.824e-05,1.86e-05,263084.4,4.85344251,1125
1674345600000,2023-01-22,BNTBTC,1.8e-05,1.878e-05,1.785e-05,1.823e-05,73408.3,1.34753123,829
1674259200000,2023-01-21,BNTBTC,1.83e-05,1.85e-05,1.78e-05,1.801e-05,95737.6,1.73355696,701
1674172800000,2023-01-20,BNTBTC,1.849e-05,1.869e-05,1.82e-05,1.83e-05,57504.0,1.06240127,309
1674086400000,2023-01-19,BNTBTC,1.829e-05,1.867e-05,1.815e-05,1.841e-05,72892.4,1.34195554,596
1674000000000,2023-01-18,BNTBTC,1.93e-05,1.945e-05,1.819e-05,1.819e-05,202242.5,3.81622688,2115
1673913600000,2023-01-17,BNTBTC,1.924e-05,1.95e-05,1.911e-05,1.92e-05,37238.4,0.71853369,284
1673827200000,2023-01-16,BNTBTC,1.956e-05,1.97e-05,1.902e-05,1.934e-05,111774.6,2.16929253,1711
1673740800000,2023-01-15,BNTBTC,1.94e-05,1.979e-05,1.91e-05,1.96e-05,226848.3,4.43508014,1553
1673654400000,2023-01-14,BNTBTC,1.971e-05,1.971e-05,1.87e-05,1.933e-05,408107.1,7.82624059,3592
1673568000000,2023-01-13,BNTBTC,1.988e-05,2.003e-05,1.933e-05,1.979e-05,116107.0,2.28955807,1763
1673481600000,2023-01-12,BNTBTC,2.043e-05,2.053e-05,1.968e-05,1.982e-05,70792.1,1.42285938,1254
1673395200000,2023-01-11,BNTBTC,2.073e-05,2.078e-05,2.026e-05,2.042e-05,53292.1,1.09775489,431
1673308800000,2023-01-10,BNTBTC,2.069e-05,2.35e-05,2.058e-05,2.081e-05,423437.4,9.19674855,3068
1673222400000,2023-01-09,BNTBTC,2.057e-05,2.115e-05,2.05e-05,2.07e-05,194833.2,4.05536554,2791
1673136000000,2023-01-08,BNTBTC,2.041e-05,2.069e-05,2.02e-05,2.058e-05,117660.8,2.40004532,989
1673049600000,2023-01-07,BNTBTC,2.063e-05,2.064e-05,2.03e-05,2.047e-05,48770.1,0.99837508,288
1672963200000,2023-01-06,BNTBTC,2.04e-05,2.099e-05,2.012e-05,2.059e-05,116392.3,2.37963644,1918
1672876800000,2023-01-05,BNTBTC,2.069e-05,2.079e-05,2.035e-05,2.038e-05,58300.9,1.19693651,2087
1672790400000,2023-01-04,BNTBTC,2.092e-05,2.111e-05,2.049e-05,2.07e-05,98016.6,2.03463433,3357
1672704000000,2023-01-03,BNTBTC,2.125e-05,2.125e-05,2.067e-05,2.092e-05,96376.8,2.01580443,627
1672617600000,2023-01-02,BNTBTC,2.195e-05,2.211e-05,2.103e-05,2.123e-05,212488.5,4.55306573,1659
1672531200000,2023-01-01,BNTBTC,2.118e-05,2.4e-05,2.104e-05,2.188e-05,2611616.8,58.68050836,10824
1672444800000,2022-12-31,BNTBTC,1.959e-05,2.959e-05,1.953e-05,2.114e-05,1369249.1,31.44571872,7607
1672358400000,2022-12-30,BNTBTC,1.981e-05,1.991e-05,1.947e-05,1.957e-05,36233.3,0.7135549,196
1672272000000,2022-12-29,BNTBTC,1.982e-05,2.004e-05,1.961e-05,1.981e-05,50144.5,0.99445197,216
1672185600000,2022-12-28,BNTBTC,2.028e-05,2.028e-05,1.978e-05,1.99e-05,45331.6,0.90705644,211
1672099200000,2022-12-27,BNTBTC,2.032e-05,2.041e-05,2.013e-05,2.031e-05,69196.2,1.40375529,267
1672012800000,2022-12-26,BNTBTC,2.023e-05,2.05e-05,2.019e-05,2.032e-05,35216.3,0.71648937,263
1671926400000,2022-12-25,BNTBTC,2.041e-05,2.054e-05,1.995e-05,2.021e-05,72063.0,1.46506722,286
1671840000000,2022-12-24,BNTBTC,2.055e-05,2.055e-05,2.025e-05,2.038e-05,57779.3,1.18055883,254
1671753600000,2022-12-23,BNTBTC,2.066e-05,2.079e-05,2.044e-05,2.057e-05,44291.4,0.91451978,216
1671667200000,2022-12-22,BNTBTC,2.045e-05,2.066e-05,2.025e-05,2.057e-05,42195.6,0.86096167,263
1671580800000,2022-12-21,BNTBTC,2.07e-05,2.07e-05,2.04e-05,2.045e-05,40156.8,0.82375449,283
1671494400000,2022-12-20,BNTBTC,2.054e-05,2.099e-05,2.051e-05,2.069e-05,69426.7,1.44226831,326
1671408000000,2022-12-19,BNTBTC,2.071e-05,2.103e-05,2.03e-05,2.052e-05,89877.9,1.85809535,346
1671321600000,2022-12-18,BNTBTC,2.054e-05,2.124e-05,2.031e-05,2.066e-05,122640.2,2.53432259,536
1671235200000,2022-12-17,BNTBTC,2.018e-05,2.113e-05,1.975e-05,2.05e-05,168878.1,3.46130709,831
1671148800000,2022-12-16,BNTBTC,2.076e-05,2.096e-05,2.008e-05,2.026e-05,166669.2,3.44109316,854
1671062400000,2022-12-15,BNTBTC,2.072e-05,2.104e-05,2.064e-05,2.08e-05,64727.9,1.35106177,1364
1670976000000,2022-12-14,BNTBTC,2.115e-05,2.128e-05,2.045e-05,2.075e-05,207001.6,4.32550736,2642
1670889600000,2022-12-13,BNTBTC,2.171e-05,2.175e-05,2.097e-05,2.109e-05,294260.7,6.25162689,6238
1670803200000,2022-12-12,BNTBTC,2.21e-05,2.22e-05,2.148e-05,2.165e-05,185002.0,4.04430782,1412
1670716800000,2022-12-11,BNTBTC,2.216e-05,2.302e-05,2.203e-05,2.21e-05,467953.8,10.46245644,3867
1670630400000,2022-12-10,BNTBTC,2.198e-05,2.616e-05,2.169e-05,2.21e-05,1325849.9,30.1702984,4201
1670544000000,2022-12-09,BNTBTC,2.195e-05,2.255e-05,2.181e-05,2.197e-05,508757.0,11.25595396,1932
1670457600000,2022-12-08,BNTBTC,2.196e-05,2.29e-05,2.172e-05,2.195e-05,885513.5,19.51870137,3389
1670371200000,2022-12-07,BNTBTC,2.242e-05,2.258e-05,2.18e-05,2.2e-05,117129.8,2.59093691,542
1670284800000,2022-12-06,BNTBTC,2.237e-05,2.462e-05,2.185e-05,2.246e-05,984035.7,22.18374194,2888
1670198400000,2022-12-05,BNTBTC,2.237e-05,2.258e-05,2.218e-05,2.241e-05,74569.6,1.66277427,305
1670112000000,2022-12-04,BNTBTC,2.225e-05,2.418e-05,2.219e-05,2.235e-05,1148576.5,26.17264489,3303
1670025600000,2022-12-03,BNTBTC,2.259e-05,2.331e-05,2.217e-05,2.226e-05,332616.1,7.57783946,907
1669939200000,2022-12-02,BNTBTC,2.248e-05,2.282e-05,2.233e-05,2.257e-05,82976.8,1.87254046,2426
1669852800000,2022-12-01,BNTBTC,2.266e-05,2.292e-05,2.233e-05,2.24e-05,86143.9,1.94052291,1031
1669766400000,2022-11-30,BNTBTC,2.291e-05,2.326e-05,2.238e-05,2.266e-05,171112.3,3.90626154,1083
1669680000000,2022-11-29,BNTBTC,2.254e-05,2.796e-05,2.245e-05,2.278e-05,438319.7,10.90296444,1686
1669593600000,2022-11-28,BNTBTC,2.238e-05,2.266e-05,2.186e-05,2.245e-05,152996.0,3.40003632,2817
1669507200000,2022-11-27,BNTBTC,2.257e-05,2.306e-05,2.223e-05,2.223e-05,93599.1,2.12756542,524
1669420800000,2022-11-26,BNTBTC,2.231e-05,2.324e-05,2.212e-05,2.257e-05,319394.3,7.18014524,1996
1669334400000,2022-11-25,BNTBTC,2.191e-05,2.233e-05,2.177e-05,2.22e-05,67489.2,1.48568252,339
1669248000000,2022-11-24,BNTBTC,2.196e-05,2.295e-05,2.163e-05,2.198e-05,172267.7,3.81364577,842
1669161600000,2022-11-23,BNTBTC,2.157e-05,2.22e-05,2.136e-05,2.191e-05,140081.7,3.04498778,595
1669075200000,2022-11-22,BNTBTC,2.146e-05,2.333e-05,2.104e-05,2.169e-05,627147.1,13.7397068,2134
1668988800000,2022-11-21,BNTBTC,2.09e-05,2.192e-05,2.077e-05,2.145e-05,272863.1,5.77891726,1098
1668902400000,2022-11-20,BNTBTC,2.177e-05,2.188e-05,2.09e-05,2.09e-05,72982.7,1.56992567,529
1668816000000,2022-11-19,BNTBTC,2.145e-05,2.183e-05,2.127e-05,2.17e-05,69572.6,1.50138147,278
1668729600000,2022-11-18,BNTBTC,2.161e-05,2.184e-05,2.134e-05,2.15e-05,79871.5,1.72388619,357
1668643200000,2022-11-17,BNTBTC,2.142e-05,2.179e-05,2.129e-05,2.161e-05,58237.2,1.25013935,433
1668556800000,2022-11-16,BNTBTC,2.19e-05,2.204e-05,2.099e-05,2.142e-05,233192.1,5.01098548,937
1668470400000,2022-11-15,BNTBTC,2.18e-05,2.228e-05,2.173e-05,2.191e-05,73340.2,1.61178958,365
1668384000000,2022-11-14,BNTBTC,2.17e-05,2.214e-05,2.12e-05,2.185e-05,285697.9,6.15205491,1205
1668297600000,2022-11-13,BNTBTC,2.183e-05,2.222e-05,2.141e-05,2.178e-05,172615.5,3.75819301,583
1668211200000,2022-11-12,BNTBTC,2.264e-05,2.278e-05,2.168e-05,2.185e-05,299956.3,6.60736794,743
1668124800000,2022-11-11,BNTBTC,2.244e-05,2.408e-05,2.176e-05,2.267e-05,845921.4,19.31844685,2426
1668038400000,2022-11-10,BNTBTC,2.237e-05,2.317e-05,2.212e-05,2.256e-05,694554.7,15.67082001,1991
1667952000000,2022-11-09,BNTBTC,2.305e-05,2.331e-05,2.183e-05,2.249e-05,986528.3,22.26098685,2795
1667865600000,2022-11-08,BNTBTC,2.391e-05,2.426e-05,2.121e-05,2.309e-05,2050441.7,48.1356941,6237
1667779200000,2022-11-07,BNTBTC,2.301e-05,2.417e-05,2.287e-05,2.39e-05,218617.5,5.16611047,5257
1667692800000,2022-11-06,BNTBTC,2.366e-05,2.377e-05,2.299e-05,2.304e-05,114741.4,2.68786796,851
1667606400000,2022-11-05,BNTBTC,2.406e-05,2.472e-05,2.333e-05,2.371e-05,309776.8,7.40104728,2811
1667520000000,2022-11-04,BNTBTC,2.318e-05,2.435e-05,2.315e-05,2.402e-05,491070.3,11.64120056,3029
1667433600000,2022-11-03,BNTBTC,2.268e-05,2.369e-05,2.268e-05,2.319e-05,299410.4,6.9606756,2354
1667347200000,2022-11-02,BNTBTC,2.302e-05,2.309e-05,2.241e-05,2.266e-05,354887.5,8.096813,1206
1667260800000,2022-11-01,BNTBTC,2.315e-05,2.333e-05,2.258e-05,2.302e-05,223611.7,5.13718773,843
1667174400000,2022-10-31,BNTBTC,2.34e-05,2.395e-05,2.301e-05,2.317e-05,417590.0,9.77239185,1494
1667088000000,2022-10-30,BNTBTC,2.346e-05,2.377e-05,2.292e-05,2.337e-05,171758.5,4.01780378,1773
1667001600000,2022-10-29,BNTBTC,2.314e-05,2.37e-05,2.296e-05,2.343e-05,214117.7,4.97046452,860
1666915200000,2022-10-28,BNTBTC,2.266e-05,2.407e-05,2.244e-05,2.314e-05,1245448.1,29.05076112,6102
1666828800000,2022-10-27,BNTBTC,2.169e-05,2.409e-05,2.153e-05,2.268e-05,1020100.4,22.91613065,6244
1666742400000,2022-10-26,BNTBTC,2.173e-05,2.196e-05,2.153e-05,2.165e-05,170220.6,3.69322216,968
1666656000000,2022-10-25,BNTBTC,2.195e-05,2.246e-05,2.168e-05,2.174e-05,260807.5,5.72275125,783
1666569600000,2022-10-24,BNTBTC,2.209e-05,2.215e-05,2.177e-05,2.194e-05,107123.1,2.35536196,491
1666483200000,2022-10-23,BNTBTC,2.194e-05,2.21e-05,2.162e-05,2.209e-05,57292.7,1.2562297,516
1666396800000,2022-10-22,BNTBTC,2.189e-05,2.238e-05,2.176e-05,2.198e-05,244032.2,5.35927016,899
1666310400000,2022-10-21,BNTBTC,2.175e-05,2.188e-05,2.135e-05,2.185e-05,243080.2,5.2492275,2896
1666224000000,2022-10-20,BNTBTC,2.179e-05,2.268e-05,2.163e-05,2.178e-05,340871.7,7.47867901,1693
1666137600000,2022-10-19,BNTBTC,2.245e-05,2.318e-05,2.179e-05,2.185e-05,653412.2,14.59476623,3379
1666051200000,2022-10-18,BNTBTC,2.211e-05,2.248e-05,2.168e-05,2.239e-05,244025.9,5.37571876,795
1665964800000,2022-10-17,BNTBTC,2.206e-05,2.245e-05,2.179e-05,2.213e-05,262719.2,5.79003216,1897
1665878400000,2022-10-16,BNTBTC,2.197e-05,2.25e-05,2.183e-05,2.202e-05,188279.7,4.16499256,768
1665792000000,2022-10-15,BNTBTC,2.163e-05,2.33e-05,2.154e-05,2.197e-05,243272.2,5.33252489,1472
1665705600000,2022-10-14,BNTBTC,2.16e-05,2.2e-05,2.141e-05,2.16e-05,266285.4,5.78644472,1330
1665619200000,2022-10-13,BNTBTC,2.223e-05,2.224e-05,2.119e-05,2.163e-05,379146.1,8.24573701,2643
1665532800000,2022-10-12,BNTBTC,2.239e-05,2.271e-05,2.22e-05,2.22e-05,256866.1,5.75381544,2751
1665446400000,2022-10-11,BNTBTC,2.311e-05,2.395e-05,2.236e-05,2.239e-05,769498.5,17.7947938,3205
1665360000000,2022-10-10,BNTBTC,2.223e-05,2.523e-05,2.196e-05,2.31e-05,1880017.7,43.72342381,10280
1665273600000,2022-10-09,BNTBTC,2.199e-05,2.23e-05,2.196e-05,2.221e-05,51210.5,1.13457436,218
1665187200000,2022-10-08,BNTBTC,2.208e-05,2.227e-05,2.196e-05,2.198e-05,126443.9,2.80034191,654
1665100800000,2022-10-07,BNTBTC,2.203e-05,2.22e-05,2.185e-05,2.213e-05,90618.4,1.99937928,3383
1665014400000,2022-10-06,BNTBTC,2.179e-05,2.214e-05,2.171e-05,2.2e-05,51704.8,1.13307763,286
1664928000000,2022-10-05,BNTBTC,2.177e-05,2.273e-05,2.158e-05,2.193e-05,206235.0,4.55880335,2475
1664841600000,2022-10-04,BNTBTC,2.207e-05,2.225e-05,2.171e-05,2.181e-05,92980.5,2.04290645,375
1664755200000,2022-10-03,BNTBTC,2.228e-05,2.258e-05,2.187e-05,2.205e-05,141269.4,3.12583953,740
1664668800000,2022-10-02,BNTBTC,2.214e-05,2.44e-05,2.197e-05,2.223e-05,651321.9,14.93042718,5246
1664582400000,2022-10-01,BNTBTC,2.22e-05,2.263e-05,2.2e-05,2.21e-05,94271.2,2.10707706,775
1664496000000,2022-09-30,BNTBTC,2.259e-05,2.277e-05,2.194e-05,2.222e-05,286556.9,6.42198732,1164
1664409600000,2022-09-29,BNTBTC,2.294e-05,2.307e-05,2.244e-05,2.255e-05,287876.9,6.55016959,1053
1664323200000,2022-09-28,BNTBTC,2.354e-05,2.407e-05,2.267e-05,2.294e-05,437855.9,10.23000923,1952
1664236800000,2022-09-27,BNTBTC,2.301e-05,2.638e-05,2.236e-05,2.355e-05,3192596.1,75.27569254,9055
1664150400000,2022-09-26,BNTBTC,2.304e-05,2.33e-05,2.264e-05,2.304e-05,132975.4,3.03534942,1022
1664064000000,2022-09-25,BNTBTC,2.31e-05,2.348e-05,2.289e-05,2.314e-05,230262.9,5.3627381,590
1663977600000,2022-09-24,BNTBTC,2.28e-05,2.369e-05,2.278e-05,2.305e-05,216684.1,5.03918415,3419
1663891200000,2022-09-23,BNTBTC,2.249e-05,2.301e-05,2.243e-05,2.27e-05,302025.6,6.84294174,1081
1663804800000,2022-09-22,BNTBTC,2.261e-05,2.269e-05,2.238e-05,2.249e-05,193887.4,4.36926631,538
1663718400000,2022-09-21,BNTBTC,2.263e-05,2.311e-05,2.234e-05,2.26e-05,298394.0,6.76791587,940
1663632000000,2022-09-20,BNTBTC,2.284e-05,2.397e-05,2.244e-05,2.266e-05,394375.6,9.0512481,1513
1663545600000,2022-09-19,BNTBTC,2.271e-05,2.342e-05,2.261e-05,2.283e-05,261563.8,6.02867224,999
1663459200000,2022-09-18,BNTBTC,2.368e-05,2.377e-05,2.259e-05,2.269e-05,405361.4,9.34585093,1259
1663372800000,2022-09-17,BNTBTC,2.336e-05,2.39e-05,2.328e-05,2.366e-05,127479.3,3.01166723,619
1663286400000,2022-09-16,BNTBTC,2.392e-05,2.441e-05,2.333e-05,2.346e-05,286475.7,6.83723498,1248
1663200000000,2022-09-15,BNTBTC,2.411e-05,2.597e-05,2.323e-05,2.382e-05,1165674.3,27.73631101,4273
1663113600000,2022-09-14,BNTBTC,2.297e-05,3.282e-05,2.279e-05,2.423e-05,2132730.2,56.94362735,10386
1663027200000,2022-09-13,BNTBTC,2.213e-05,2.341e-05,2.195e-05,2.284e-05,464103.5,10.48845421,1725
1662940800000,2022-09-12,BNTBTC,2.344e-05,2.355e-05,2.209e-05,2.211e-05,193011.2,4.40061851,1613
1662854400000,2022-09-11,BNTBTC,2.335e-05,2.429e-05,2.3e-05,2.346e-05,363579.6,8.5398454,1769
1662768000000,2022-09-10,BNTBTC,2.357e-05,2.52e-05,2.32e-05,2.326e-05,418160.3,9.93836292,1987
1662681600000,2022-09-09,BNTBTC,2.445e-05,2.563e-05,2.322e-05,2.338e-05,1015448.6,24.32742339,3765
1662595200000,2022-09-08,BNTBTC,2.423e-05,3.381e-05,2.394e-05,2.448e-05,2698612.2,73.66975013,14298
1662508800000,2022-09-07,BNTBTC,2.362e-05,2.525e-05,2.326e-05,2.425e-05,769452.0,18.69398162,5154
1662422400000,2022-09-06,BNTBTC,2.389e-05,2.445e-05,2.347e-05,2.362e-05,502396.0,12.02633412,4413
1662336000000,2022-09-05,BNTBTC,2.345e-05,2.399e-05,2.336e-05,2.39e-05,135391.9,3.19988598,902
1662249600000,2022-09-04,BNTBTC,2.32e-05,2.37e-05,2.309e-05,2.346e-05,95441.1,2.24039574,1118
1662163200000,2022-09-03,BNTBTC,2.325e-05,2.325e-05,2.288e-05,2.319e-05,122151.6,2.81662028,1494
1662076800000,2022-09-02,BNTBTC,2.334e-05,2.354e-05,2.28e-05,2.337e-05,270169.6,6.25004392,2274
1661990400000,2022-09-01,BNTBTC,2.303e-05,2.351e-05,2.247e-05,2.329e-05,302530.8,6.88911111,2684
1661904000000,2022-08-31,BNTBTC,2.27e-05,2.35e-05,2.264e-05,2.292e-05,587333.2,13.52575315,5651
1661817600000,2022-08-30,BNTBTC,2.262e-05,2.336e-05,2.232e-05,2.268e-05,465649.3,10.60931182,2685
1661731200000,2022-08-29,BNTBTC,2.22e-05,2.395e-05,2.196e-05,2.27e-05,673247.9,15.20952602,3445
1661644800000,2022-08-28,BNTBTC,2.285e-05,2.285e-05,2.216e-05,2.228e-05,195351.6,4.38325011,1353
1661558400000,2022-08-27,BNTBTC,2.207e-05,2.347e-05,2.187e-05,2.288e-05,201350.0,4.55129698,840
1661472000000,2022-08-26,BNTBTC,2.295e-05,2.308e-05,2.171e-05,2.211e-05,497298.7,11.14964314,2317
1661385600000,2022-08-25,BNTBTC,2.278e-05,2.3e-05,2.266e-05,2.296e-05,175021.1,3.99109155,720
1661299200000,2022-08-24,BNTBTC,2.288e-05,2.367e-05,2.254e-05,2.273e-05,301465.3,6.89398149,1395
1661212800000,2022-08-23,BNTBTC,2.288e-05,2.306e-05,2.246e-05,2.29e-05,166859.2,3.79345522,916
1661126400000,2022-08-22,BNTBTC,2.283e-05,2.295e-05,2.209e-05,2.295e-05,275327.4,6.1974598,1394
1661040000000,2022-08-21,BNTBTC,2.238e-05,2.301e-05,2.235e-05,2.278e-05,155187.0,3.53277096,1424
1660953600000,2022-08-20,BNTBTC,2.288e-05,2.333e-05,2.2e-05,2.24e-05,219400.6,5.00750031,1975
1660867200000,2022-08-19,BNTBTC,2.281e-05,2.322e-05,2.227e-05,2.28e-05,290134.9,6.57870443,1931
1660780800000,2022-08-18,BNTBTC,2.318e-05,2.357e-05,2.282e-05,2.285e-05,183833.5,4.27389039,1346
1660694400000,2022-08-17,BNTBTC,2.373e-05,2.424e-05,2.307e-05,2.314e-05,275578.1,6.50564126,1943
1660608000000,2022-08-16,BNTBTC,2.404e-05,2.471e-05,2.348e-05,2.379e-05,208081.3,4.99563256,2016
1660521600000,2022-08-15,BNTBTC,2.449e-05,2.464e-05,2.389e-05,2.403e-05,152872.7,3.69615843,1816
1660435200000,2022-08-14,BNTBTC,2.516e-05,2.524e-05,2.406e-05,2.448e-05,190930.6,4.69537176,1800
1660348800000,2022-08-13,BNTBTC,2.493e-05,2.537e-05,2.467e-05,2.516e-05,131024.4,3.28221,1077
1660262400000,2022-08-12,BNTBTC,2.484e-05,2.547e-05,2.465e-05,2.493e-05,239758.5,6.0246871,1652
1660176000000,2022-08-11,BNTBTC,2.562e-05,2.565e-05,2.437e-05,2.481e-05,342958.0,8.53760099,2758
1660089600000,2022-08-10,BNTBTC,2.56e-05,2.61e-05,2.508e-05,2.569e-05,332116.2,8.45677652,1715
1660003200000,2022-08-09,BNTBTC,2.558e-05,2.675e-05,2.501e-05,2.559e-05,488195.1,12.50517232,2129
1659916800000,2022-08-08,BNTBTC,2.558e-05,2.79e-05,2.511e-05,2.559e-05,1534249.3,40.34076003,7753
1659830400000,2022-08-07,BNTBTC,2.502e-05,2.665e-05,2.451e-05,2.55e-05,499064.8,12.74325239,2799
1659744000000,2022-08-06,BNTBTC,2.509e-05,2.56e-05,2.474e-05,2.494e-05,262764.9,6.60586009,1926
1659657600000,2022-08-05,BNTBTC,2.417e-05,2.53e-05,2.412e-05,2.508e-05,257021.8,6.36549536,1461
