Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR,tradecount
1705363200000,2024-01-16,BTCEUR,38858.51,40091.35,38723.96,39699.47,320.17317,12626409.1646493,21201
1705276800000,2024-01-15,BTCEUR,38185.16,39640.18,38165.16,38854.64,380.19673,14811894.3215015,21902
1705190400000,2024-01-14,BTCEUR,39281.04,39508.22,38177.0,38185.16,178.19547,6938798.2009655,12564
1705104000000,2024-01-13,BTCEUR,39201.96,39691.81,38882.5,39272.03,180.35107,7086814.4593163,14216
1705017600000,2024-01-12,BTCEUR,42267.01,42439.72,38051.0,39190.23,530.39979,21496344.9141397,36539
1704931200000,2024-01-11,BTCEUR,42593.8,44776.01,41642.0,42270.75,586.93271,25147237.5755661,38808
1704844800000,2024-01-10,BTCEUR,42252.6,43539.99,40564.9,42569.94,801.18226,33541852.1614012,43661
1704758400000,2024-01-09,BTCEUR,42945.19,43952.0,41190.2,42255.65,614.80628,26206031.8741897,40618
1704672000000,2024-01-08,BTCEUR,40271.85,43214.0,39559.51,42943.93,645.57597,26685154.3729008,41912
1704585600000,2024-01-07,BTCEUR,40334.36,40869.11,40000.0,40264.51,212.10749,8575149.6846692,15528
1704499200000,2024-01-06,BTCEUR,40492.4,40552.44,39855.93,40336.49,182.8829,7356395.2314216,16857
1704412800000,2024-01-05,BTCEUR,40447.2,40678.98,38965.0,40463.66,517.90345,20759205.0465828,31067
1704326400000,2024-01-04,BTCEUR,39383.52,40980.7,39068.99,40438.6,560.91742,22423812.2828363,31593
1704240000000,2024-01-03,BTCEUR,41167.6,41627.4,38000.0,39384.84,675.63593,26827402.3437268,46861
1704153600000,2024-01-02,BTCEUR,40117.27,41901.99,40084.23,41145.87,458.23221,18889904.1548226,30707
1704067200000,2024-01-01,BTCEUR,38423.69,40133.79,38353.53,40113.43,187.75262,7366834.9044377,16739
1703980800000,2023-12-31,BTCEUR,38330.27,38960.0,38165.49,38422.26,156.29004,6029951.5826081,14144
1703894400000,2023-12-30,BTCEUR,38230.31,38727.25,37749.45,38330.84,147.17255,5630647.8883141,14196
1703808000000,2023-12-29,BTCEUR,38547.78,39074.62,37550.0,38233.18,513.3124,19712133.1538945,26417
1703721600000,2023-12-28,BTCEUR,39153.84,39488.79,38191.68,38547.43,231.30673,8938581.5821595,14584
1703635200000,2023-12-27,BTCEUR,38564.21,39390.26,38219.72,39144.69,308.24813,11985173.0546927,15567
1703548800000,2023-12-26,BTCEUR,39710.03,39727.13,37802.32,38564.22,293.25234,11329826.8527502,15182
1703462400000,2023-12-25,BTCEUR,39394.84,40047.33,39151.62,39705.0,138.34561,5488885.0952104,11217
1703376000000,2023-12-24,BTCEUR,39944.35,40167.3,39000.0,39404.3,150.40807,5977238.2551547,15646
1703289600000,2023-12-23,BTCEUR,40032.99,40047.34,39375.18,39944.37,167.7016,6681696.5604147,12394
1703203200000,2023-12-22,BTCEUR,39884.89,40409.97,39430.01,40023.67,296.79007,11814333.9479722,15107
1703116800000,2023-12-21,BTCEUR,39933.58,40289.99,39500.0,39883.76,462.78987,18463106.658197,21828
1703030400000,2023-12-20,BTCEUR,38512.95,40391.74,38485.91,39923.44,320.5225,12682435.2044473,20828
1702944000000,2023-12-19,BTCEUR,39043.44,39758.0,38099.53,38501.36,266.41336,10373249.8572232,23057
1702857600000,2023-12-18,BTCEUR,37974.63,39130.99,37159.01,39037.34,289.23886,10987918.0328184,24528
1702771200000,2023-12-17,BTCEUR,38767.06,38839.44,37856.27,37965.95,209.59922,8037281.0274092,19372
1702684800000,2023-12-16,BTCEUR,38547.32,39174.98,38270.0,38753.14,142.51271,5531382.9709714,16596
1702598400000,2023-12-15,BTCEUR,39158.21,39300.0,38248.38,38521.35,236.7236,9175966.2821157,18259
1702512000000,2023-12-14,BTCEUR,39472.46,39697.97,38160.0,39151.11,317.01659,12406029.2866446,22444
1702425600000,2023-12-13,BTCEUR,38454.01,40050.69,37655.64,39472.43,400.46392,15515267.7954501,27289
1702339200000,2023-12-12,BTCEUR,38353.03,39059.98,37720.45,38446.35,359.82282,13855277.6301947,26201
1702252800000,2023-12-11,BTCEUR,40718.04,40725.53,37363.34,38353.21,555.23747,21594194.9962056,40354
1702166400000,2023-12-10,BTCEUR,40702.89,40990.3,40508.84,40717.97,127.38022,5193362.538295,19868
1702080000000,2023-12-09,BTCEUR,41123.35,41297.72,40561.59,40690.71,130.79773,5358109.631388,27886
1701993600000,2023-12-08,BTCEUR,40153.32,41574.46,37500.0,41109.83,457.76306,18450651.7131746,45517
1701907200000,2023-12-07,BTCEUR,40687.63,40963.12,39756.73,40153.31,433.569,17482687.6143315,33427
1701820800000,2023-12-06,BTCEUR,40887.7,41077.49,40259.78,40677.82,491.18032,20014101.4429767,40909
1701734400000,2023-12-05,BTCEUR,38783.39,41249.96,38279.0,40869.18,627.03088,24834878.2497914,48025
1701648000000,2023-12-04,BTCEUR,36734.38,39176.16,36734.19,38784.4,669.12221,25632584.7672699,48503
1701561600000,2023-12-03,BTCEUR,36296.31,37000.0,36125.98,36733.48,187.28613,6838245.9527203,21463
1701475200000,2023-12-02,BTCEUR,35582.14,36532.0,35541.55,36298.1,184.0435,6622390.8271162,22570
1701388800000,2023-12-01,BTCEUR,34663.82,35890.0,34549.51,35583.44,327.86248,11599722.5754976,27212
1701302400000,2023-11-30,BTCEUR,34521.92,34776.99,34384.97,34650.78,260.22185,9001309.4362382,23469
1701216000000,2023-11-29,BTCEUR,34401.62,35060.58,34262.64,34520.98,267.28301,9250455.6598802,25590
1701129600000,2023-11-28,BTCEUR,34017.93,34936.77,33687.41,34392.73,300.31355,10289343.9801176,29872
1701043200000,2023-11-27,BTCEUR,34203.62,34300.0,33600.0,34014.09,200.42685,6790981.2508317,27804
1700956800000,2023-11-26,BTCEUR,34452.94,34500.0,33766.12,34188.11,116.93861,3997194.8126923,21339
1700870400000,2023-11-25,BTCEUR,34497.98,34609.8,34184.07,34446.3,88.26153,3035843.5341671,19985
1700784000000,2023-11-24,BTCEUR,34207.37,35145.05,34172.93,34486.71,292.78358,10134575.9154712,32323
1700697600000,2023-11-23,BTCEUR,34372.45,34492.94,33864.09,34207.57,237.04773,8111120.5527955,28134
1700611200000,2023-11-22,BTCEUR,32779.1,34799.55,32686.0,34364.76,410.55477,13869902.8269314,38366
1700524800000,2023-11-21,BTCEUR,34262.69,34397.41,32773.96,32773.96,419.05344,14164642.6922491,47079
1700438400000,2023-11-20,BTCEUR,34290.62,34559.08,33650.68,34262.68,382.90985,13070362.2912195,37589
1700352000000,2023-11-19,BTCEUR,33624.21,34412.24,33429.47,34283.67,219.99914,7456458.0642521,25068
1700265600000,2023-11-18,BTCEUR,33615.24,33870.74,33240.56,33614.37,155.13581,5204480.1244929,25082
1700179200000,2023-11-17,BTCEUR,33378.06,33877.08,33035.84,33607.46,471.53795,15769875.655936,39601
1700092800000,2023-11-16,BTCEUR,34943.26,35008.6,32714.43,33378.71,450.98345,15286614.7988314,42203
1700006400000,2023-11-15,BTCEUR,32728.25,35032.98,32543.98,34941.08,584.7678,19734889.5292688,40014
1699920000000,2023-11-14,BTCEUR,34117.05,34382.84,32050.01,32739.18,528.21481,17679303.2050871,40241
1699833600000,2023-11-13,BTCEUR,34748.53,35080.54,34000.0,34104.6,327.21222,11293280.5442344,33814
1699747200000,2023-11-12,BTCEUR,34848.91,34921.45,34481.75,34735.56,152.20377,5294111.3691178,23606
1699660800000,2023-11-11,BTCEUR,34979.4,35069.84,34414.0,34842.25,190.07323,6606995.3442391,32794
1699574400000,2023-11-10,BTCEUR,34438.05,35189.44,34061.65,34967.12,357.31811,12399076.8450914,38934
1699488000000,2023-11-09,BTCEUR,33307.53,35481.18,33222.14,34436.47,832.53321,28611203.1560071,57414
1699401600000,2023-11-08,BTCEUR,33135.87,33747.19,32869.15,33306.05,379.71201,12607284.2536132,31425
1699315200000,2023-11-07,BTCEUR,32718.04,33570.28,32354.54,33126.6,381.52372,12510489.5330852,34620
1699228800000,2023-11-06,BTCEUR,32668.86,32863.56,32383.29,32713.63,250.88667,8195532.6760512,32782
1699142400000,2023-11-05,BTCEUR,32757.68,33031.2,32164.54,32672.6,215.54686,7044371.1742552,26417
1699056000000,2023-11-04,BTCEUR,32418.71,32945.58,32298.9,32760.83,141.93769,4614722.6405542,22367
1698969600000,2023-11-03,BTCEUR,32963.52,32968.28,32020.01,32419.9,393.99784,12741650.3466194,34529
1698883200000,2023-11-02,BTCEUR,33522.15,33995.05,32350.88,32962.83,468.5455,15518898.2106788,39829
1698796800000,2023-11-01,BTCEUR,32790.78,33723.94,32314.96,33518.23,471.18959,15509966.0700398,38652
1698710400000,2023-10-31,BTCEUR,32530.59,32857.12,32069.82,32790.79,436.56368,14153645.5821832,34608
1698624000000,2023-10-30,BTCEUR,32760.32,32937.15,32178.46,32531.23,557.29572,18163239.0440594,37554
1698537600000,2023-10-29,BTCEUR,32314.82,32975.41,32174.84,32756.2,242.03149,7905727.5299461,24413
1698451200000,2023-10-28,BTCEUR,32099.63,32663.83,32060.02,32315.74,146.93647,4750902.0919349,20383
1698364800000,2023-10-27,BTCEUR,32358.2,32466.59,31636.34,32099.63,419.10198,13464220.189112,35083
1698278400000,2023-10-26,BTCEUR,32683.37,33035.06,32052.25,32358.18,384.45141,12495784.9736738,39074
1698192000000,2023-10-25,BTCEUR,32032.5,33238.96,31840.23,32689.87,478.5171,15571209.5918719,37646
1698105600000,2023-10-24,BTCEUR,30994.93,33009.03,30783.94,32031.74,774.53336,24885478.1302873,54704
1698019200000,2023-10-23,BTCEUR,28351.52,32832.0,28252.03,30992.13,894.54174,26239306.8403199,50381
1697932800000,2023-10-22,BTCEUR,28277.56,28578.99,28019.38,28345.39,231.77889,6556653.6434552,21972
1697846400000,2023-10-21,BTCEUR,28039.76,28698.18,27848.64,28280.73,197.13028,5569702.2237206,24910
1697760000000,2023-10-20,BTCEUR,27164.16,28565.41,27074.74,28035.9,550.76028,15381865.5726097,32736
1697673600000,2023-10-19,BTCEUR,26907.08,27316.63,26720.11,27166.72,467.67215,12647300.47627,26901
1697587200000,2023-10-18,BTCEUR,26885.84,27422.14,26714.84,26908.68,479.99976,12946061.8661403,27471
1697500800000,2023-10-17,BTCEUR,27044.15,27134.3,26628.01,26892.39,533.54323,14360310.3107457,29509
1697414400000,2023-10-16,BTCEUR,25841.18,28597.43,25806.0,27047.14,727.54801,19484968.2054566,35262
1697328000000,2023-10-15,BTCEUR,25593.8,25965.87,25555.8,25831.52,205.82651,5295995.1794795,17114
1697241600000,2023-10-14,BTCEUR,25583.8,25705.98,25545.0,25593.88,118.32236,3030707.1969971,15556
1697155200000,2023-10-13,BTCEUR,25411.26,25833.69,25388.81,25583.59,421.66279,10755558.3407032,22864
1697068800000,2023-10-12,BTCEUR,25316.94,25435.15,25130.81,25413.17,346.93969,8772354.589561,22025
1696982400000,2023-10-11,BTCEUR,25845.49,25919.95,25071.76,25318.58,393.47097,10016766.7953628,24629
1696896000000,2023-10-10,BTCEUR,26103.47,26246.2,25779.64,25846.3,384.07669,9968037.0778945,22713
1696809600000,2023-10-09,BTCEUR,26460.71,26528.33,25879.17,26101.17,493.56977,12914220.4027018,26033
1696723200000,2023-10-08,BTCEUR,26466.78,26592.13,26216.5,26457.16,190.35489,5030868.2164548,15267
1696636800000,2023-10-07,BTCEUR,26427.47,26522.49,26347.6,26465.36,97.38806,2574607.9390138,15622
1696550400000,2023-10-06,BTCEUR,26018.62,26746.21,25927.02,26429.94,461.03678,12095757.745481,24056
1696464000000,2023-10-05,BTCEUR,26464.63,26738.05,25988.74,26012.81,377.35963,9922470.825793,22841
1696377600000,2023-10-04,BTCEUR,26214.3,26509.71,26000.0,26464.64,547.41075,14361154.3437674,25337
1696291200000,2023-10-03,BTCEUR,26251.41,26439.38,25975.57,26216.8,533.21309,13988739.4469707,25295
1696204800000,2023-10-02,BTCEUR,26521.07,27174.83,26071.69,26255.3,882.50802,23508512.3541059,36140
1696118400000,2023-10-01,BTCEUR,25534.98,26666.55,25526.86,26519.71,261.13834,6800449.2370811,20594
1696032000000,2023-09-30,BTCEUR,25471.09,25647.44,25446.45,25534.98,126.76103,3237744.7741595,15503
1695945600000,2023-09-29,BTCEUR,25607.86,25710.2,25223.49,25469.98,422.83215,10773266.542105,25701
1695859200000,2023-09-28,BTCEUR,25105.69,25838.63,25060.22,25604.18,548.43945,13898740.9907289,29278
1695772800000,2023-09-27,BTCEUR,24811.45,25459.99,24803.78,25099.43,615.20974,15436635.3744614,29340
1695686400000,2023-09-26,BTCEUR,24844.53,24956.29,24663.13,24809.95,384.40801,9528693.4463551,25939
1695600000000,2023-09-25,BTCEUR,24670.67,24981.41,24425.06,24844.53,522.43852,12886489.7019781,30405
1695513600000,2023-09-24,BTCEUR,25005.92,25153.47,24565.04,24677.93,257.63396,6419095.6382063,15937
1695427200000,2023-09-23,BTCEUR,25009.44,25056.88,24946.39,25006.9,134.95916,3374494.2405346,16126
1695340800000,2023-09-22,BTCEUR,24940.17,25127.38,24871.0,25009.44,410.84837,10275891.9411978,24577
1695254400000,2023-09-21,BTCEUR,25495.42,25558.96,24790.08,24945.14,478.95756,12019373.8964543,29518
1695168000000,2023-09-20,BTCEUR,25517.74,25668.53,25106.11,25493.15,541.38104,13746430.5285137,32015
1695081600000,2023-09-19,BTCEUR,25060.09,25750.82,24971.46,25507.2,568.34945,14443554.897603,32645
1694995200000,2023-09-18,BTCEUR,24876.69,25749.89,24742.8,25066.62,618.44437,15626988.1012414,33205
1694908800000,2023-09-17,BTCEUR,24920.16,24970.5,24734.65,24873.85,139.54101,3471129.4161674,16236
1694822400000,2023-09-16,BTCEUR,24990.7,25147.08,24826.11,24920.43,170.43737,4248570.2213623,17571
1694736000000,2023-09-15,BTCEUR,24968.3,25251.87,24604.16,24990.86,329.35257,8194644.9991395,26464
1694649600000,2023-09-14,BTCEUR,24474.3,25262.09,24370.94,24965.7,549.37223,13637131.6049689,29713
1694563200000,2023-09-13,BTCEUR,24054.43,24618.55,23987.72,24475.15,508.69498,12395179.9830448,28080
1694476800000,2023-09-12,BTCEUR,23468.53,24767.74,23441.13,24054.01,1102.67202,26705995.560036,42652
1694390400000,2023-09-11,BTCEUR,24152.48,24196.29,23222.0,23468.24,1031.06646,24447773.792296,43829
1694304000000,2023-09-10,BTCEUR,24249.98,24362.29,23959.22,24150.91,279.81322,6760538.2393297,19391
1694217600000,2023-09-09,BTCEUR,24258.74,24282.47,24150.01,24248.74,135.45969,3280815.4383201,15147
1694131200000,2023-09-08,BTCEUR,24564.2,24709.59,24008.27,24259.22,480.64447,11686628.9460166,28089
1694044800000,2023-09-07,BTCEUR,24052.92,24726.55,23979.1,24562.82,544.95174,13227614.7114718,26707
1693958400000,2023-09-06,BTCEUR,24084.06,24278.5,23699.01,24052.92,422.93025,10140520.1961866,25149
1693872000000,2023-09-05,BTCEUR,23958.65,24187.98,23740.5,24084.06,437.12158,10484751.8985621,26640
1693785600000,2023-09-04,BTCEUR,24174.66,24278.02,23769.64,23956.22,420.95576,10110077.5712582,27890
1693699200000,2023-09-03,BTCEUR,24072.95,24300.0,23980.47,24176.95,191.45055,4618990.2796991,16854
1693612800000,2023-09-02,BTCEUR,24028.3,24177.51,23971.89,24073.64,192.36201,4625724.4251699,20034
1693526400000,2023-09-01,BTCEUR,24007.09,24203.81,23592.61,24024.18,529.07281,12692278.9040996,38452
1693440000000,2023-08-31,BTCEUR,25035.72,25411.18,23770.0,24004.09,846.15041,20810011.6051266,42044
1693353600000,2023-08-30,BTCEUR,25552.31,25600.0,24790.27,25039.2,598.79167,15044867.538565,30960
1693267200000,2023-08-29,BTCEUR,24127.39,25969.92,24013.46,25555.73,914.47712,23012485.0433432,43405
1693180800000,2023-08-28,BTCEUR,24221.95,24323.24,23966.18,24127.39,322.09127,7768061.6863663,21602
1693094400000,2023-08-27,BTCEUR,24162.2,24299.98,24117.99,24224.95,102.519,2482761.2835003,12541
1693008000000,2023-08-26,BTCEUR,24207.52,24281.86,24115.0,24163.05,124.15098,3001286.7858918,14501
1692921600000,2023-08-25,BTCEUR,24262.38,24337.71,23993.38,24208.61,602.40253,14562386.486793,27325
1692835200000,2023-08-24,BTCEUR,24387.22,24531.41,23952.15,24261.14,609.28891,14797683.7554176,27773
1692748800000,2023-08-23,BTCEUR,24112.12,24750.0,23970.01,24390.77,832.26191,20201117.4746922,33616
1692662400000,2023-08-22,BTCEUR,24089.14,24119.85,23489.25,24109.38,824.92347,19732873.5320572,32800
1692576000000,2023-08-21,BTCEUR,24370.91,24370.91,23873.14,24085.05,621.68989,14984870.9252506,31747
1692489600000,2023-08-20,BTCEUR,24445.89,24590.96,24259.17,24368.7,322.92402,7875688.9750623,23242
1692403200000,2023-08-19,BTCEUR,24488.93,24708.99,24194.64,24444.82,489.01916,11958629.9714436,32858
1692316800000,2023-08-18,BTCEUR,24730.59,25265.57,24105.0,24492.58,1242.51355,30725529.1142416,65282
1692230400000,2023-08-17,BTCEUR,26599.75,26665.23,24000.0,24733.8,1534.5672,39358547.5989772,73289
1692144000000,2023-08-16,BTCEUR,26966.06,27015.32,26598.01,26599.86,526.85525,14137056.4404343,34682
1692057600000,2023-08-15,BTCEUR,27374.7,27378.74,26845.98,26968.59,516.92502,13979506.0650549,27574
1691971200000,2023-08-14,BTCEUR,27031.69,27538.23,26852.12,27375.16,423.72495,11551362.2025364,27308
1691884800000,2023-08-13,BTCEUR,27095.72,27133.32,26914.58,27036.26,164.08492,4434916.1751452,14423
1691798400000,2023-08-12,BTCEUR,27304.44,27340.19,27066.92,27096.41,158.35772,4306974.0169855,18019
1691712000000,2023-08-11,BTCEUR,27259.49,27363.33,27119.6,27303.8,333.50783,9084895.179091,23313
1691625600000,2023-08-10,BTCEUR,27511.83,27571.22,27007.4,27257.96,501.65102,13657074.6749311,27501
1691539200000,2023-08-09,BTCEUR,27686.02,27900.0,27284.0,27503.51,534.69468,14735623.8496938,31203
1691452800000,2023-08-08,BTCEUR,27046.09,28112.82,26869.48,27690.67,798.7333,21911220.5506764,36417
1691366400000,2023-08-07,BTCEUR,26803.84,27132.47,26495.02,27042.42,830.90967,22301334.4441762,39226
1691280000000,2023-08-06,BTCEUR,26791.88,26881.98,26700.5,26803.85,257.99333,6910588.5637794,23814
1691193600000,2023-08-05,BTCEUR,26838.32,26877.03,26686.1,26791.37,271.73926,7279922.8743635,26895
1691107200000,2023-08-04,BTCEUR,26763.73,26875.0,26550.0,26837.27,784.525,21001760.4384568,40953
1691020800000,2023-08-03,BTCEUR,26733.95,26985.89,26539.94,26768.52,558.82788,14954585.8767321,31804
1690934400000,2023-08-02,BTCEUR,27072.39,27394.36,26500.0,26737.92,820.79767,22098646.5318594,38371
1690848000000,2023-08-01,BTCEUR,26676.54,27087.42,26170.65,27066.95,981.01577,26050146.3079217,44600
1690761600000,2023-07-31,BTCEUR,26682.81,26895.0,26575.01,26678.08,579.3476,15478147.1809481,32822
1690675200000,2023-07-30,BTCEUR,26777.01,26870.21,26504.74,26682.94,316.99922,8470207.4253337,20638
1690588800000,2023-07-29,BTCEUR,26715.17,26800.0,26670.0,26777.0,177.39641,4742276.5419889,17853
1690502400000,2023-07-28,BTCEUR,26712.72,26885.45,26600.01,26715.62,477.92058,12766468.7990987,27840
1690416000000,2023-07-27,BTCEUR,26592.36,26898.95,26503.18,26715.06,470.75714,12559256.9477269,31663
1690329600000,2023-07-26,BTCEUR,26544.61,26872.99,26436.47,26593.06,866.9838,23038918.269938,39344
1690243200000,2023-07-25,BTCEUR,26482.48,26699.99,26336.3,26543.64,657.6222,17439611.6320742,37024
1690156800000,2023-07-24,BTCEUR,27139.66,27148.38,26165.26,26482.87,1065.92592,28288656.1325328,50938
1690070400000,2023-07-23,BTCEUR,26882.2,27400.0,26823.96,27139.48,449.27201,12176618.2586727,22264
1689984000000,2023-07-22,BTCEUR,26973.57,27059.98,26731.0,26877.08,265.15719,7142713.2305072,22211
1689897600000,2023-07-21,BTCEUR,26849.35,27100.0,26784.9,26972.57,570.57836,15353889.6346533,34195
1689811200000,2023-07-20,BTCEUR,26779.32,27225.2,26672.01,26849.35,843.38915,22716881.3166324,43314
1689724800000,2023-07-19,BTCEUR,26678.62,26963.36,26657.38,26784.78,851.73495,22840591.7513928,37891
1689638400000,2023-07-18,BTCEUR,26927.62,26999.0,26411.12,26679.17,1075.52596,28706657.0142127,45843
1689552000000,2023-07-17,BTCEUR,27058.67,27139.99,26500.0,26926.6,1052.68358,28331887.1102412,47949
1689465600000,2023-07-16,BTCEUR,27135.04,27255.22,26913.69,27061.05,461.31876,12506884.9200124,29243
1689379200000,2023-07-15,BTCEUR,27086.26,27184.39,27023.05,27135.09,294.25322,7981342.4323267,31160
1689292800000,2023-07-14,BTCEUR,28099.0,28216.48,26727.01,27086.27,1172.60452,32233130.3474586,55762
1689206400000,2023-07-13,BTCEUR,27362.8,28397.36,27240.31,28098.85,1540.3523,42782112.2639779,53959
1689120000000,2023-07-12,BTCEUR,27889.96,28145.24,27220.94,27368.29,971.54715,26910866.4423138,42922
1689033600000,2023-07-11,BTCEUR,27686.43,28094.83,27630.78,27888.79,784.88976,21812320.0239336,38993
1688947200000,2023-07-10,BTCEUR,27619.46,28270.0,27436.21,27686.11,975.32409,27059267.0207804,48501
1688860800000,2023-07-09,BTCEUR,27722.38,27875.58,27527.86,27616.53,306.63337,8499226.8742778,22192
1688774400000,2023-07-08,BTCEUR,27764.66,27801.14,27480.0,27724.3,301.71748,8341435.7167792,25820
1688688000000,2023-07-07,BTCEUR,27527.36,27955.15,27372.0,27764.85,1018.87781,28255998.5513529,50195
1688601600000,2023-07-06,BTCEUR,28157.22,29000.0,27500.0,27533.75,1580.74667,44590697.6325647,68240
1688515200000,2023-07-05,BTCEUR,28364.47,28459.99,27795.31,28159.47,763.55827,21467594.4306819,42540
1688428800000,2023-07-04,BTCEUR,28617.3,28774.62,28215.0,28364.46,752.73462,21450960.7503483,44724
1688342400000,2023-07-03,BTCEUR,28085.11,28811.0,28061.85,28615.64,921.39664,26134074.4470923,53923
1688256000000,2023-07-02,BTCEUR,28089.22,28242.0,27672.22,28083.88,501.34492,14045799.4627354,38381
1688169600000,2023-07-01,BTCEUR,27930.8,28176.82,27788.74,28087.23,354.09066,9917480.7315125,39463
1688083200000,2023-06-30,BTCEUR,28096.23,28788.87,27150.0,27931.62,1686.80497,47377071.1456176,96260
1687996800000,2023-06-29,BTCEUR,27650.19,28375.95,27640.29,28097.3,848.30808,23794872.2981962,51665
1687910400000,2023-06-28,BTCEUR,28080.58,28100.89,27440.2,27652.9,831.44337,23065709.224214,52195
1687824000000,2023-06-27,BTCEUR,27804.77,28373.31,27732.69,28084.2,731.52771,20508738.2394701,49058
1687737600000,2023-06-26,BTCEUR,28007.56,28173.48,27500.0,27805.57,808.9672,22515028.0690813,56936
1687651200000,2023-06-25,BTCEUR,28108.28,28573.87,27844.52,28004.43,528.08943,14878647.4842679,43992
1687564800000,2023-06-24,BTCEUR,28280.04,28362.47,27858.01,28111.41,449.71983,12662915.4853528,46195
1687478400000,2023-06-23,BTCEUR,27342.01,28919.99,27281.34,28276.69,1224.88927,34535132.6081995,68185
1687392000000,2023-06-22,BTCEUR,27355.35,27808.07,26995.62,27342.01,1151.33281,31622478.4767138,66864
1687305600000,2023-06-21,BTCEUR,25976.08,28130.37,25939.3,27349.45,1867.71888,50306344.3977258,89860
1687219200000,2023-06-20,BTCEUR,24663.76,26069.99,24502.44,25976.25,1483.46999,37364278.4959888,66074
1687132800000,2023-06-19,BTCEUR,24164.64,24872.54,24077.77,24671.56,936.96894,22884966.4046166,48456
1687046400000,2023-06-18,BTCEUR,24310.4,24499.38,24091.58,24164.5,383.92827,9334530.340084,27346
1686960000000,2023-06-17,BTCEUR,24156.9,24622.77,23999.6,24310.39,504.57009,12277307.5754908,36804
1686873600000,2023-06-16,BTCEUR,23456.14,24306.92,23089.81,24160.0,1031.45178,24430579.0361697,57342
1686787200000,2023-06-15,BTCEUR,23372.72,23617.94,22866.73,23456.81,1068.95935,24750332.387457,61502
1686700800000,2023-06-14,BTCEUR,24150.8,24253.35,23010.01,23374.13,953.90839,22686345.7896986,57466
1686614400000,2023-06-13,BTCEUR,24169.22,24558.25,23943.97,24150.81,797.09216,19296785.34689,48447
1686528000000,2023-06-12,BTCEUR,24335.76,24405.42,23970.0,24167.79,584.3506,14119710.9414922,45042
1686441600000,2023-06-11,BTCEUR,24386.25,24593.73,24161.37,24333.55,453.99001,11049628.9301428,36482
1686355200000,2023-06-10,BTCEUR,24709.65,24753.67,23935.45,24385.91,844.26719,20483320.9746197,76907
1686268800000,2023-06-09,BTCEUR,24655.05,24935.71,24456.26,24707.95,627.809,15517644.6334049,40781
1686182400000,2023-06-08,BTCEUR,24678.13,24967.99,24535.36,24655.06,674.47352,16668746.1708451,38685
1686096000000,2023-06-07,BTCEUR,25546.03,25666.4,24481.68,24678.18,955.36094,23835140.3378048,51132
1686009600000,2023-06-06,BTCEUR,24159.22,25650.77,23850.01,25536.98,1231.90697,30289321.1163268,61622
1685923200000,2023-06-05,BTCEUR,25395.82,25419.46,23850.0,24159.46,1206.29969,29584571.3431531,67699
1685836800000,2023-06-04,BTCEUR,25337.66,25699.98,25232.52,25404.89,274.13084,6979846.0882431,21530
1685750400000,2023-06-03,BTCEUR,25503.87,25576.63,25194.73,25337.5,216.86069,5510315.2120706,22713
1685664000000,2023-06-02,BTCEUR,24991.8,25549.99,24706.01,25504.45,764.675,19267609.2332935,44450
1685577600000,2023-06-01,BTCEUR,25516.9,25643.45,24848.09,24991.26,966.02695,24293335.4135716,54269
1685491200000,2023-05-31,BTCEUR,25872.28,26004.06,25243.79,25514.83,960.58362,24460879.4815437,57603
1685404800000,2023-05-30,BTCEUR,25942.0,26166.83,25750.0,25871.01,707.95505,18396104.9182893,55144
1685318400000,2023-05-29,BTCEUR,26199.65,26526.7,25733.96,25940.95,706.84695,18412532.4800456,54687
1685232000000,2023-05-28,BTCEUR,25101.66,26351.93,25022.02,26182.0,878.72552,22482459.1834442,58587
1685145600000,2023-05-27,BTCEUR,24979.12,25132.31,24830.22,25099.11,474.38429,11849197.6500894,42974
1685059200000,2023-05-26,BTCEUR,24717.78,25185.97,24557.0,24981.7,1040.46259,25855025.6002625,70613
1684972800000,2023-05-25,BTCEUR,24550.96,24868.88,24155.52,24717.78,1150.284,28248364.6045231,73713
1684886400000,2023-05-24,BTCEUR,25281.39,25285.6,24311.73,24551.0,1452.03006,35838236.6882722,89245
1684800000000,2023-05-23,BTCEUR,24881.67,25453.37,24825.29,25281.39,1098.79629,27782317.088936,77143
1684713600000,2023-05-22,BTCEUR,24772.0,25090.69,24581.05,24880.91,957.54571,23801042.3265899,70379
1684627200000,2023-05-21,BTCEUR,25129.45,25282.74,24701.45,24772.0,583.93367,14575197.4634863,43518
1684540800000,2023-05-20,BTCEUR,24948.2,25190.0,24897.96,25129.45,307.65796,7695165.1591678,33786
1684454400000,2023-05-19,BTCEUR,24956.57,25167.48,24683.08,24948.21,732.82696,18282165.870314,58432
1684368000000,2023-05-18,BTCEUR,25340.99,25443.49,24557.0,24956.58,722.71902,18163471.1558126,53808
1684281600000,2023-05-17,BTCEUR,24930.81,25418.54,24585.98,25340.45,694.94767,17337887.0167777,51511
1684195200000,2023-05-16,BTCEUR,25062.51,25172.0,24767.65,24931.99,702.6256,17523720.5984951,47148
1684108800000,2023-05-15,BTCEUR,24891.22,25513.33,24708.0,25069.0,838.94063,21155507.6959773,61503
1684022400000,2023-05-14,BTCEUR,24798.83,25179.38,24626.87,24894.0,487.24807,12124827.9030528,41223
1683936000000,2023-05-13,BTCEUR,24741.69,25041.22,24635.49,24806.63,511.79587,12699332.6829175,46735
